instant,tanggal,musim,tahun,bulan,jam,hari_libur,seminggu,kondisi_cuaca,suhu,atemp,kelembaban,kecepatan_angin,casual,registered,total_penyewa,kategori_hari,kategori_kelembaban
4619,2011-07-16,Gugur,2011,Jul,8,0,Sabtu,Cerah,0.66,0.6212,65.0,0.1642,37,90,127,Weekend,Terlalu lembab
4620,2011-07-16,Gugur,2011,Jul,9,0,Sabtu,Cerah,0.7,0.6515,54.0,0.2239,72,150,222,Weekend,Ideal
4621,2011-07-16,Gugur,2011,Jul,10,0,Sabtu,Cerah,0.72,0.6667,54.0,0.194,114,208,322,Weekend,Ideal
4622,2011-07-16,Gugur,2011,Jul,11,0,Sabtu,Cerah,0.74,0.6667,48.0,0.2239,171,225,396,Weekend,Ideal
4623,2011-07-16,Gugur,2011,Jul,12,0,Sabtu,Cerah,0.76,0.6818,43.0,0.2836,187,276,463,Weekend,Terlalu kering
4624,2011-07-16,Gugur,2011,Jul,13,0,Sabtu,Cerah,0.76,0.6818,45.0,0.2985,221,276,497,Weekend,Ideal
4625,2011-07-16,Gugur,2011,Jul,14,0,Sabtu,Cerah,0.74,0.6667,45.0,0.2985,201,232,433,Weekend,Ideal
4626,2011-07-16,Gugur,2011,Jul,15,0,Sabtu,Cerah,0.76,0.6818,45.0,0.3284,205,223,428,Weekend,Ideal
4627,2011-07-16,Gugur,2011,Jul,16,0,Sabtu,Cerah,0.76,0.6818,45.0,0.2836,183,242,425,Weekend,Ideal
4628,2011-07-16,Gugur,2011,Jul,17,0,Sabtu,Cerah,0.76,0.6818,45.0,0.2239,234,241,475,Weekend,Ideal
4629,2011-07-16,Gugur,2011,Jul,18,0,Sabtu,Cerah,0.76,0.6818,45.0,0.2836,185,243,428,Weekend,Ideal
4630,2011-07-16,Gugur,2011,Jul,19,0,Sabtu,Cerah,0.74,0.6818,48.0,0.194,164,242,406,Weekend,Ideal
4631,2011-07-16,Gugur,2011,Jul,20,0,Sabtu,Cerah,0.72,0.6667,51.0,0.2239,108,188,296,Weekend,Ideal
4632,2011-07-16,Gugur,2011,Jul,21,0,Sabtu,Cerah,0.7,0.6515,57.99999999999999,0.2239,85,167,252,Weekend,Ideal
4633,2011-07-16,Gugur,2011,Jul,22,0,Sabtu,Cerah,0.7,0.6515,65.0,0.2836,65,136,201,Weekend,Terlalu lembab
4634,2011-07-16,Gugur,2011,Jul,23,0,Sabtu,Cerah,0.68,0.6364,61.0,0.2239,61,107,168,Weekend,Ideal
4635,2011-07-17,Gugur,2011,Jul,0,0,Minggu,Cerah,0.66,0.6212,65.0,0.2239,34,91,125,Weekend,Terlalu lembab
4636,2011-07-17,Gugur,2011,Jul,1,0,Minggu,Cerah,0.64,0.6061,69.0,0.194,16,86,102,Weekend,Terlalu lembab
4637,2011-07-17,Gugur,2011,Jul,2,0,Minggu,Cerah,0.64,0.6061,69.0,0.2239,28,66,94,Weekend,Terlalu lembab
4638,2011-07-17,Gugur,2011,Jul,3,0,Minggu,Cerah,0.64,0.6061,69.0,0.2239,21,26,47,Weekend,Terlalu lembab
4639,2011-07-17,Gugur,2011,Jul,4,0,Minggu,Cerah,0.62,0.5909,73.0,0.1642,4,6,10,Weekend,Terlalu lembab
4640,2011-07-17,Gugur,2011,Jul,5,0,Minggu,Cerah,0.64,0.6061,69.0,0.2239,4,8,12,Weekend,Terlalu lembab
4641,2011-07-17,Gugur,2011,Jul,6,0,Minggu,Cerah,0.62,0.5909,73.0,0.1642,10,11,21,Weekend,Terlalu lembab
4642,2011-07-17,Gugur,2011,Jul,7,0,Minggu,Cerah,0.64,0.6061,73.0,0.1642,20,30,50,Weekend,Terlalu lembab
4643,2011-07-17,Gugur,2011,Jul,8,0,Minggu,Cerah,0.68,0.6364,65.0,0.2239,45,73,118,Weekend,Terlalu lembab
4644,2011-07-17,Gugur,2011,Jul,9,0,Minggu,Cerah,0.72,0.6667,57.99999999999999,0.2239,74,110,184,Weekend,Ideal
4645,2011-07-17,Gugur,2011,Jul,10,0,Minggu,Cerah,0.74,0.6818,60.0,0.2239,127,177,304,Weekend,Ideal
4646,2011-07-17,Gugur,2011,Jul,11,0,Minggu,Cerah,0.76,0.697,55.00000000000001,0.2836,147,244,391,Weekend,Ideal
4647,2011-07-17,Gugur,2011,Jul,12,0,Minggu,Cerah,0.76,0.697,55.00000000000001,0.2836,177,243,420,Weekend,Ideal
4648,2011-07-17,Gugur,2011,Jul,13,0,Minggu,Cerah,0.8,0.7424,49.0,0.2985,200,272,472,Weekend,Ideal
4649,2011-07-17,Gugur,2011,Jul,14,0,Minggu,Cerah,0.8,0.7424,49.0,0.3582,168,262,430,Weekend,Ideal
4650,2011-07-17,Gugur,2011,Jul,15,0,Minggu,Cerah,0.82,0.7424,43.0,0.2985,129,195,324,Weekend,Terlalu kering
4651,2011-07-17,Gugur,2011,Jul,16,0,Minggu,Cerah,0.8,0.7273,46.0,0.2985,129,188,317,Weekend,Ideal
4652,2011-07-17,Gugur,2011,Jul,17,0,Minggu,Cerah,0.8,0.7424,49.0,0.3881,133,236,369,Weekend,Ideal
4653,2011-07-17,Gugur,2011,Jul,18,0,Minggu,Cerah,0.8,0.7273,46.0,0.2985,147,243,390,Weekend,Ideal
4654,2011-07-17,Gugur,2011,Jul,19,0,Minggu,Cerah,0.76,0.697,55.00000000000001,0.2836,145,234,379,Weekend,Ideal
4655,2011-07-17,Gugur,2011,Jul,20,0,Minggu,Cerah,0.76,0.7121,57.99999999999999,0.2537,85,177,262,Weekend,Ideal
4656,2011-07-17,Gugur,2011,Jul,21,0,Minggu,Cerah,0.74,0.6818,62.0,0.2239,59,148,207,Weekend,Ideal
4657,2011-07-17,Gugur,2011,Jul,22,0,Minggu,Cerah,0.72,0.6818,66.0,0.2239,65,116,181,Weekend,Terlalu lembab
4658,2011-07-17,Gugur,2011,Jul,23,0,Minggu,Cerah,0.7,0.6667,74.0,0.1343,39,54,93,Weekend,Terlalu lembab
4659,2011-07-18,Gugur,2011,Jul,0,0,Senin,Cerah,0.7,0.6667,74.0,0.1343,21,30,51,Weekdays,Terlalu lembab
4660,2011-07-18,Gugur,2011,Jul,1,0,Senin,Cerah,0.7,0.6667,74.0,0.2239,17,8,25,Weekdays,Terlalu lembab
4661,2011-07-18,Gugur,2011,Jul,2,0,Senin,Cerah,0.66,0.6061,83.0,0.2239,2,8,10,Weekdays,Terlalu lembab
4662,2011-07-18,Gugur,2011,Jul,3,0,Senin,Cerah,0.66,0.6061,78.0,0.194,3,4,7,Weekdays,Terlalu lembab
4663,2011-07-18,Gugur,2011,Jul,4,0,Senin,Cerah,0.64,0.5909,78.0,0.1642,1,3,4,Weekdays,Terlalu lembab
4664,2011-07-18,Gugur,2011,Jul,5,0,Senin,Cerah,0.64,0.5909,78.0,0.1045,2,15,17,Weekdays,Terlalu lembab
4665,2011-07-18,Gugur,2011,Jul,6,0,Senin,Cerah,0.64,0.5758,83.0,0.1045,10,95,105,Weekdays,Terlalu lembab
4666,2011-07-18,Gugur,2011,Jul,7,0,Senin,Cerah,0.68,0.6364,74.0,0.2239,22,255,277,Weekdays,Terlalu lembab
4667,2011-07-18,Gugur,2011,Jul,8,0,Senin,Cerah,0.7,0.6515,70.0,0.194,18,329,347,Weekdays,Terlalu lembab
4668,2011-07-18,Gugur,2011,Jul,9,0,Senin,Cerah,0.74,0.697,67.0,0.2239,33,170,203,Weekdays,Terlalu lembab
4669,2011-07-18,Gugur,2011,Jul,10,0,Senin,Cerah,0.76,0.7121,62.0,0.194,52,78,130,Weekdays,Ideal
4670,2011-07-18,Gugur,2011,Jul,11,0,Senin,Cerah,0.8,0.7576,55.00000000000001,0.0896,42,99,141,Weekdays,Ideal
4671,2011-07-18,Gugur,2011,Jul,12,0,Senin,Cerah,0.8,0.7727,59.0,0.194,39,126,165,Weekdays,Ideal
4672,2011-07-18,Gugur,2011,Jul,13,0,Senin,Cerah,0.82,0.7879,56.00000000000001,0.2537,27,125,152,Weekdays,Ideal
4673,2011-07-18,Gugur,2011,Jul,14,0,Senin,Cerah,0.82,0.7879,56.00000000000001,0.3284,32,106,138,Weekdays,Ideal
4674,2011-07-18,Gugur,2011,Jul,15,0,Senin,Cerah,0.84,0.803,53.0,0.3284,53,111,164,Weekdays,Ideal
4675,2011-07-18,Gugur,2011,Jul,16,0,Senin,Cerah,0.84,0.803,53.0,0.2836,45,220,265,Weekdays,Ideal
4676,2011-07-18,Gugur,2011,Jul,17,0,Senin,Cerah,0.84,0.7879,49.0,0.3284,72,473,545,Weekdays,Ideal
4677,2011-07-18,Gugur,2011,Jul,18,0,Senin,Cerah,0.82,0.7727,49.0,0.3582,80,478,558,Weekdays,Ideal
4678,2011-07-18,Gugur,2011,Jul,19,0,Senin,Cerah,0.8,0.7576,55.00000000000001,0.2239,63,335,398,Weekdays,Ideal
4679,2011-07-18,Gugur,2011,Jul,20,0,Senin,Cerah,0.78,0.7424,59.0,0.2239,91,232,323,Weekdays,Ideal
4680,2011-07-18,Gugur,2011,Jul,21,0,Senin,Cerah,0.74,0.697,66.0,0.194,48,154,202,Weekdays,Terlalu lembab
4681,2011-07-18,Gugur,2011,Jul,22,0,Senin,Cerah,0.76,0.7273,66.0,0.2239,36,104,140,Weekdays,Terlalu lembab
4682,2011-07-18,Gugur,2011,Jul,23,0,Senin,Cerah,0.74,0.697,66.0,0.1642,32,59,91,Weekdays,Terlalu lembab
4683,2011-07-19,Gugur,2011,Jul,0,0,Selasa,Cerah,0.74,0.697,66.0,0.1045,25,26,51,Weekdays,Terlalu lembab
4684,2011-07-19,Gugur,2011,Jul,1,0,Selasa,Berawan,0.74,0.697,66.0,0.1343,7,6,13,Weekdays,Terlalu lembab
4685,2011-07-19,Gugur,2011,Jul,2,0,Selasa,Cerah,0.72,0.6818,70.0,0.1642,9,4,13,Weekdays,Terlalu lembab
4686,2011-07-19,Gugur,2011,Jul,3,0,Selasa,Cerah,0.72,0.6818,70.0,0.1642,2,1,3,Weekdays,Terlalu lembab
4687,2011-07-19,Gugur,2011,Jul,4,0,Selasa,Cerah,0.72,0.6818,70.0,0.1343,1,4,5,Weekdays,Terlalu lembab
4688,2011-07-19,Gugur,2011,Jul,5,0,Selasa,Berawan,0.7,0.6667,74.0,0.1045,0,19,19,Weekdays,Terlalu lembab
4689,2011-07-19,Gugur,2011,Jul,6,0,Selasa,Berawan,0.72,0.697,74.0,0.1045,8,126,134,Weekdays,Terlalu lembab
4690,2011-07-19,Gugur,2011,Jul,7,0,Selasa,Berawan,0.74,0.697,70.0,0.1642,28,287,315,Weekdays,Terlalu lembab
4691,2011-07-19,Gugur,2011,Jul,8,0,Selasa,Berawan,0.76,0.7273,70.0,0.1642,31,381,412,Weekdays,Terlalu lembab
4692,2011-07-19,Gugur,2011,Jul,9,0,Selasa,Berawan,0.8,0.7879,63.0,0.1343,22,177,199,Weekdays,Ideal
4693,2011-07-19,Gugur,2011,Jul,10,0,Selasa,Berawan,0.82,0.7879,56.00000000000001,0.1642,29,112,141,Weekdays,Ideal
4694,2011-07-19,Gugur,2011,Jul,11,0,Selasa,Cerah,0.82,0.803,59.0,0.0,29,98,127,Weekdays,Ideal
4695,2011-07-19,Gugur,2011,Jul,12,0,Selasa,Cerah,0.84,0.8182,56.00000000000001,0.0896,26,127,153,Weekdays,Ideal
4696,2011-07-19,Gugur,2011,Jul,13,0,Selasa,Cerah,0.86,0.8333,53.0,0.1045,33,139,172,Weekdays,Ideal
4697,2011-07-19,Gugur,2011,Jul,14,0,Selasa,Cerah,0.86,0.8182,50.0,0.194,41,111,152,Weekdays,Ideal
4698,2011-07-19,Gugur,2011,Jul,15,0,Selasa,Cerah,0.88,0.8182,44.0,0.194,48,110,158,Weekdays,Terlalu kering
4699,2011-07-19,Gugur,2011,Jul,16,0,Selasa,Cerah,0.9,0.8485,42.0,0.2985,61,216,277,Weekdays,Terlalu kering
4700,2011-07-19,Gugur,2011,Jul,17,0,Selasa,Cerah,0.8,0.803,66.0,0.0,68,445,513,Weekdays,Terlalu lembab
4701,2011-07-19,Gugur,2011,Jul,18,0,Selasa,Cerah,0.8,0.803,66.0,0.1343,80,450,530,Weekdays,Terlalu lembab
4702,2011-07-19,Gugur,2011,Jul,19,0,Selasa,Cerah,0.76,0.7424,75.0,0.194,54,334,388,Weekdays,Terlalu lembab
4703,2011-07-19,Gugur,2011,Jul,20,0,Selasa,Cerah,0.74,0.7273,74.0,0.0896,48,229,277,Weekdays,Terlalu lembab
4704,2011-07-19,Gugur,2011,Jul,21,0,Selasa,Cerah,0.74,0.7121,74.0,0.1343,47,194,241,Weekdays,Terlalu lembab
4705,2011-07-19,Gugur,2011,Jul,22,0,Selasa,Cerah,0.74,0.7121,74.0,0.0,36,120,156,Weekdays,Terlalu lembab
4706,2011-07-19,Gugur,2011,Jul,23,0,Selasa,Hujan/Salju_ringan,0.72,0.697,79.0,0.1642,19,73,92,Weekdays,Terlalu lembab
4707,2011-07-20,Gugur,2011,Jul,0,0,Rabu,Cerah,0.7,0.6667,84.0,0.1045,11,29,40,Weekdays,Terlalu lembab
4708,2011-07-20,Gugur,2011,Jul,1,0,Rabu,Cerah,0.7,0.6667,84.0,0.0,4,7,11,Weekdays,Terlalu lembab
4709,2011-07-20,Gugur,2011,Jul,2,0,Rabu,Cerah,0.7,0.6667,84.0,0.0,2,7,9,Weekdays,Terlalu lembab
4710,2011-07-20,Gugur,2011,Jul,3,0,Rabu,Cerah,0.7,0.6667,84.0,0.1045,2,4,6,Weekdays,Terlalu lembab
4711,2011-07-20,Gugur,2011,Jul,4,0,Rabu,Cerah,0.68,0.6364,83.0,0.0,0,4,4,Weekdays,Terlalu lembab
4712,2011-07-20,Gugur,2011,Jul,5,0,Rabu,Cerah,0.68,0.6364,83.0,0.1045,4,19,23,Weekdays,Terlalu lembab
4713,2011-07-20,Gugur,2011,Jul,6,0,Rabu,Berawan,0.68,0.6364,89.0,0.1045,5,111,116,Weekdays,Terlalu lembab
4714,2011-07-20,Gugur,2011,Jul,7,0,Rabu,Berawan,0.7,0.6667,84.0,0.1045,27,276,303,Weekdays,Terlalu lembab
4715,2011-07-20,Gugur,2011,Jul,8,0,Rabu,Cerah,0.74,0.7121,74.0,0.0,34,404,438,Weekdays,Terlalu lembab
4716,2011-07-20,Gugur,2011,Jul,9,0,Rabu,Cerah,0.74,0.697,70.0,0.0896,28,181,209,Weekdays,Terlalu lembab
4717,2011-07-20,Gugur,2011,Jul,10,0,Rabu,Cerah,0.76,0.7273,70.0,0.0,34,76,110,Weekdays,Terlalu lembab
4718,2011-07-20,Gugur,2011,Jul,11,0,Rabu,Cerah,0.8,0.7879,63.0,0.0896,26,116,142,Weekdays,Ideal
4719,2011-07-20,Gugur,2011,Jul,12,0,Rabu,Cerah,0.82,0.803,59.0,0.0,28,121,149,Weekdays,Ideal
4720,2011-07-20,Gugur,2011,Jul,13,0,Rabu,Cerah,0.84,0.8182,56.00000000000001,0.194,23,97,120,Weekdays,Ideal
4721,2011-07-20,Gugur,2011,Jul,14,0,Rabu,Cerah,0.86,0.8333,53.0,0.2239,44,83,127,Weekdays,Ideal
4722,2011-07-20,Gugur,2011,Jul,15,0,Rabu,Cerah,0.86,0.8182,50.0,0.1642,36,102,138,Weekdays,Ideal
4723,2011-07-20,Gugur,2011,Jul,16,0,Rabu,Cerah,0.84,0.8182,56.00000000000001,0.0,30,204,234,Weekdays,Ideal
4724,2011-07-20,Gugur,2011,Jul,17,0,Rabu,Cerah,0.84,0.8333,59.0,0.194,50,405,455,Weekdays,Ideal
4725,2011-07-20,Gugur,2011,Jul,18,0,Rabu,Cerah,0.84,0.8333,59.0,0.2239,68,429,497,Weekdays,Ideal
4726,2011-07-20,Gugur,2011,Jul,19,0,Rabu,Cerah,0.82,0.8485,67.0,0.1642,59,323,382,Weekdays,Terlalu lembab
4727,2011-07-20,Gugur,2011,Jul,20,0,Rabu,Cerah,0.8,0.8333,75.0,0.2239,45,264,309,Weekdays,Terlalu lembab
4728,2011-07-20,Gugur,2011,Jul,21,0,Rabu,Cerah,0.8,0.803,66.0,0.1642,33,209,242,Weekdays,Terlalu lembab
4729,2011-07-20,Gugur,2011,Jul,22,0,Rabu,Cerah,0.78,0.7727,70.0,0.2239,25,144,169,Weekdays,Terlalu lembab
4730,2011-07-20,Gugur,2011,Jul,23,0,Rabu,Cerah,0.76,0.7424,75.0,0.2537,26,73,99,Weekdays,Terlalu lembab
4731,2011-07-21,Gugur,2011,Jul,0,0,Kamis,Berawan,0.76,0.7424,75.0,0.194,13,29,42,Weekdays,Terlalu lembab
4732,2011-07-21,Gugur,2011,Jul,1,0,Kamis,Berawan,0.74,0.7273,84.0,0.2239,5,16,21,Weekdays,Terlalu lembab
4733,2011-07-21,Gugur,2011,Jul,2,0,Kamis,Berawan,0.74,0.7273,84.0,0.2239,2,4,6,Weekdays,Terlalu lembab
4734,2011-07-21,Gugur,2011,Jul,3,0,Kamis,Berawan,0.74,0.7121,79.0,0.1343,1,5,6,Weekdays,Terlalu lembab
4735,2011-07-21,Gugur,2011,Jul,4,0,Kamis,Berawan,0.72,0.7121,84.0,0.1045,0,4,4,Weekdays,Terlalu lembab
4736,2011-07-21,Gugur,2011,Jul,5,0,Kamis,Berawan,0.72,0.7121,84.0,0.1045,2,16,18,Weekdays,Terlalu lembab
4737,2011-07-21,Gugur,2011,Jul,6,0,Kamis,Berawan,0.72,0.7121,84.0,0.1045,6,111,117,Weekdays,Terlalu lembab
4738,2011-07-21,Gugur,2011,Jul,7,0,Kamis,Berawan,0.74,0.7273,84.0,0.1343,23,251,274,Weekdays,Terlalu lembab
4739,2011-07-21,Gugur,2011,Jul,8,0,Kamis,Berawan,0.76,0.7576,79.0,0.1642,23,358,381,Weekdays,Terlalu lembab
4740,2011-07-21,Gugur,2011,Jul,9,0,Kamis,Berawan,0.8,0.8182,75.0,0.2537,34,166,200,Weekdays,Terlalu lembab
4741,2011-07-21,Gugur,2011,Jul,10,0,Kamis,Berawan,0.82,0.8636,71.0,0.2239,31,47,78,Weekdays,Terlalu lembab
4742,2011-07-21,Gugur,2011,Jul,11,0,Kamis,Berawan,0.86,0.8939,63.0,0.2985,27,79,106,Weekdays,Ideal
4743,2011-07-21,Gugur,2011,Jul,12,0,Kamis,Cerah,0.88,0.8939,56.00000000000001,0.3284,29,106,135,Weekdays,Ideal
4744,2011-07-21,Gugur,2011,Jul,13,0,Kamis,Cerah,0.88,0.8939,56.00000000000001,0.2985,21,81,102,Weekdays,Ideal
4745,2011-07-21,Gugur,2011,Jul,14,0,Kamis,Cerah,0.9,0.8939,50.0,0.3582,50,97,147,Weekdays,Ideal
4746,2011-07-21,Gugur,2011,Jul,15,0,Kamis,Cerah,0.9,0.9242,53.0,0.2537,40,93,133,Weekdays,Ideal
4747,2011-07-21,Gugur,2011,Jul,16,0,Kamis,Cerah,0.92,0.9242,48.0,0.2836,43,167,210,Weekdays,Ideal
4748,2011-07-21,Gugur,2011,Jul,17,0,Kamis,Cerah,0.92,0.9091,45.0,0.2985,40,374,414,Weekdays,Ideal
4749,2011-07-21,Gugur,2011,Jul,18,0,Kamis,Cerah,0.9,0.8939,50.0,0.2836,39,343,382,Weekdays,Ideal
4750,2011-07-21,Gugur,2011,Jul,19,0,Kamis,Cerah,0.86,0.9242,67.0,0.2836,51,233,284,Weekdays,Terlalu lembab
4751,2011-07-21,Gugur,2011,Jul,20,0,Kamis,Cerah,0.84,0.8939,71.0,0.2239,38,199,237,Weekdays,Terlalu lembab
4752,2011-07-21,Gugur,2011,Jul,21,0,Kamis,Cerah,0.82,0.8939,75.0,0.2239,38,187,225,Weekdays,Terlalu lembab
4753,2011-07-21,Gugur,2011,Jul,22,0,Kamis,Cerah,0.82,0.8636,71.0,0.1642,36,113,149,Weekdays,Terlalu lembab
4754,2011-07-21,Gugur,2011,Jul,23,0,Kamis,Cerah,0.8,0.8182,71.0,0.1642,40,73,113,Weekdays,Terlalu lembab
4755,2011-07-22,Gugur,2011,Jul,0,0,Jumat,Cerah,0.82,0.8333,63.0,0.1343,9,51,60,Weekdays,Ideal
4756,2011-07-22,Gugur,2011,Jul,1,0,Jumat,Cerah,0.8,0.7879,63.0,0.0,7,17,24,Weekdays,Ideal
4757,2011-07-22,Gugur,2011,Jul,2,0,Jumat,Cerah,0.78,0.803,79.0,0.1343,0,14,14,Weekdays,Terlalu lembab
4758,2011-07-22,Gugur,2011,Jul,3,0,Jumat,Cerah,0.78,0.7879,75.0,0.1045,1,6,7,Weekdays,Terlalu lembab
4759,2011-07-22,Gugur,2011,Jul,4,0,Jumat,Cerah,0.76,0.7424,75.0,0.1045,8,5,13,Weekdays,Terlalu lembab
4760,2011-07-22,Gugur,2011,Jul,5,0,Jumat,Cerah,0.74,0.7121,79.0,0.1045,2,17,19,Weekdays,Terlalu lembab
4761,2011-07-22,Gugur,2011,Jul,6,0,Jumat,Cerah,0.76,0.7424,75.0,0.0896,13,83,96,Weekdays,Terlalu lembab
4762,2011-07-22,Gugur,2011,Jul,7,0,Jumat,Berawan,0.8,0.803,66.0,0.1045,20,232,252,Weekdays,Terlalu lembab
4763,2011-07-22,Gugur,2011,Jul,8,0,Jumat,Berawan,0.84,0.8485,63.0,0.1642,30,292,322,Weekdays,Ideal
4764,2011-07-22,Gugur,2011,Jul,9,0,Jumat,Cerah,0.86,0.8939,63.0,0.0896,31,177,208,Weekdays,Ideal
4765,2011-07-22,Gugur,2011,Jul,10,0,Jumat,Cerah,0.9,0.9242,53.0,0.0896,32,83,115,Weekdays,Ideal
4766,2011-07-22,Gugur,2011,Jul,11,0,Jumat,Cerah,0.9,0.8939,50.0,0.1045,23,86,109,Weekdays,Ideal
4767,2011-07-22,Gugur,2011,Jul,12,0,Jumat,Cerah,0.94,0.9545,48.0,0.1642,20,95,115,Weekdays,Ideal
4768,2011-07-22,Gugur,2011,Jul,13,0,Jumat,Cerah,0.94,0.9848,51.0,0.1642,25,98,123,Weekdays,Ideal
4769,2011-07-22,Gugur,2011,Jul,14,0,Jumat,Cerah,0.96,1.0,48.0,0.2985,24,77,101,Weekdays,Ideal
4770,2011-07-22,Gugur,2011,Jul,15,0,Jumat,Cerah,0.94,0.9848,51.0,0.2985,32,101,133,Weekdays,Ideal
4771,2011-07-22,Gugur,2011,Jul,16,0,Jumat,Hujan/Salju_ringan,0.9,0.8333,39.0,0.2985,29,153,182,Weekdays,Terlalu kering
4772,2011-07-22,Gugur,2011,Jul,17,0,Jumat,Cerah,0.88,0.8485,47.0,0.1045,35,271,306,Weekdays,Ideal
4773,2011-07-22,Gugur,2011,Jul,18,0,Jumat,Cerah,0.9,0.8182,37.0,0.1642,34,250,284,Weekdays,Terlalu kering
4774,2011-07-22,Gugur,2011,Jul,19,0,Jumat,Berawan,0.86,0.7879,41.0,0.1045,40,210,250,Weekdays,Terlalu kering
4775,2011-07-22,Gugur,2011,Jul,20,0,Jumat,Cerah,0.84,0.8182,56.00000000000001,0.0,46,166,212,Weekdays,Ideal
4776,2011-07-22,Gugur,2011,Jul,21,0,Jumat,Cerah,0.82,0.803,59.0,0.0896,38,152,190,Weekdays,Ideal
4777,2011-07-22,Gugur,2011,Jul,22,0,Jumat,Berawan,0.84,0.7879,49.0,0.0896,44,105,149,Weekdays,Ideal
4778,2011-07-22,Gugur,2011,Jul,23,0,Jumat,Cerah,0.8,0.7879,63.0,0.194,19,84,103,Weekdays,Ideal
4779,2011-07-23,Gugur,2011,Jul,0,0,Sabtu,Cerah,0.82,0.7879,56.00000000000001,0.0,16,85,101,Weekend,Ideal
4780,2011-07-23,Gugur,2011,Jul,1,0,Sabtu,Cerah,0.82,0.7727,52.0,0.1045,13,57,70,Weekend,Ideal
4781,2011-07-23,Gugur,2011,Jul,2,0,Sabtu,Cerah,0.82,0.7727,52.0,0.0,13,48,61,Weekend,Ideal
4782,2011-07-23,Gugur,2011,Jul,3,0,Sabtu,Cerah,0.78,0.7576,66.0,0.0896,6,16,22,Weekend,Terlalu lembab
4783,2011-07-23,Gugur,2011,Jul,4,0,Sabtu,Cerah,0.76,0.7273,66.0,0.1045,5,4,9,Weekend,Terlalu lembab
4784,2011-07-23,Gugur,2011,Jul,5,0,Sabtu,Cerah,0.76,0.7121,62.0,0.1343,1,6,7,Weekend,Ideal
4785,2011-07-23,Gugur,2011,Jul,6,0,Sabtu,Cerah,0.8,0.7424,52.0,0.1343,6,19,25,Weekend,Ideal
4786,2011-07-23,Gugur,2011,Jul,7,0,Sabtu,Cerah,0.8,0.7424,52.0,0.1045,7,38,45,Weekend,Ideal
4787,2011-07-23,Gugur,2011,Jul,8,0,Sabtu,Cerah,0.84,0.7879,49.0,0.2537,24,85,109,Weekend,Ideal
4788,2011-07-23,Gugur,2011,Jul,9,0,Sabtu,Cerah,0.84,0.7879,49.0,0.1642,30,102,132,Weekend,Ideal
4789,2011-07-23,Gugur,2011,Jul,10,0,Sabtu,Cerah,0.86,0.7879,41.0,0.2239,61,137,198,Weekend,Terlalu kering
4790,2011-07-23,Gugur,2011,Jul,11,0,Sabtu,Cerah,0.9,0.8182,37.0,0.194,62,154,216,Weekend,Terlalu kering
4791,2011-07-23,Gugur,2011,Jul,12,0,Sabtu,Cerah,0.92,0.8636,37.0,0.1045,71,164,235,Weekend,Terlalu kering
4792,2011-07-23,Gugur,2011,Jul,13,0,Sabtu,Cerah,0.94,0.8788,38.0,0.1642,78,167,245,Weekend,Terlalu kering
4793,2011-07-23,Gugur,2011,Jul,14,0,Sabtu,Cerah,0.92,0.8939,42.0,0.0,84,152,236,Weekend,Terlalu kering
4794,2011-07-23,Gugur,2011,Jul,15,0,Sabtu,Cerah,0.94,0.8788,38.0,0.0,78,137,215,Weekend,Terlalu kering
4795,2011-07-23,Gugur,2011,Jul,16,0,Sabtu,Cerah,0.94,0.8788,38.0,0.1343,70,151,221,Weekend,Terlalu kering
4796,2011-07-23,Gugur,2011,Jul,17,0,Sabtu,Cerah,0.94,0.8788,38.0,0.1343,70,127,197,Weekend,Terlalu kering
4797,2011-07-23,Gugur,2011,Jul,18,0,Sabtu,Cerah,0.92,0.8788,40.0,0.2239,62,134,196,Weekend,Terlalu kering
4798,2011-07-23,Gugur,2011,Jul,19,0,Sabtu,Berawan,0.82,0.803,59.0,0.1343,80,137,217,Weekend,Ideal
4799,2011-07-23,Gugur,2011,Jul,20,0,Sabtu,Cerah,0.82,0.803,59.0,0.2239,47,98,145,Weekend,Ideal
4800,2011-07-23,Gugur,2011,Jul,21,0,Sabtu,Cerah,0.82,0.803,59.0,0.2239,39,115,154,Weekend,Ideal
4801,2011-07-23,Gugur,2011,Jul,22,0,Sabtu,Cerah,0.8,0.7727,59.0,0.194,37,88,125,Weekend,Ideal
4802,2011-07-23,Gugur,2011,Jul,23,0,Sabtu,Cerah,0.8,0.7727,59.0,0.1045,27,77,104,Weekend,Ideal
4803,2011-07-24,Gugur,2011,Jul,0,0,Minggu,Cerah,0.8,0.7727,59.0,0.1045,42,77,119,Weekend,Ideal
4804,2011-07-24,Gugur,2011,Jul,1,0,Minggu,Cerah,0.78,0.7576,66.0,0.1045,33,63,96,Weekend,Terlalu lembab
4805,2011-07-24,Gugur,2011,Jul,2,0,Minggu,Cerah,0.8,0.7879,63.0,0.0896,12,48,60,Weekend,Ideal
4806,2011-07-24,Gugur,2011,Jul,3,0,Minggu,Cerah,0.8,0.7879,63.0,0.0896,17,20,37,Weekend,Ideal
4807,2011-07-24,Gugur,2011,Jul,4,0,Minggu,Cerah,0.78,0.7576,66.0,0.1045,1,5,6,Weekend,Terlalu lembab
4808,2011-07-24,Gugur,2011,Jul,5,0,Minggu,Cerah,0.78,0.7576,66.0,0.0896,5,3,8,Weekend,Terlalu lembab
